availPrbDl,availPrbUl,du-id,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,throughput,x,y
0,0,1002,10.0,10,2021-06-25T11:42:33.685,c2/B13,4.566447392558995,4.566447392558995,0.44594212817958906,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.695,c2/B13,4.566447392558995,4.566447392558995,0.44594212817958906,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.705,c2/B13,9.132362040900631,9.132362040900631,0.445890102377112,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.715,c2/B13,13.697743446574867,13.697743446574867,0.445838027897874,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.725,c2/B13,18.262591113423376,18.262591113423376,0.44578590496567405,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.735,c2/B13,22.826904547575328,22.826904547575328,0.445733733803901,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.745,c2/B13,27.39068325744312,27.39068325744312,0.445681514635526,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.755,c2/B13,31.953926753718125,31.953926753718125,0.445629247683106,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.765,c2/B13,36.51663454936642,36.51663454936642,0.44557693316877905,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.775,c2/B13,41.07880615962452,41.07880615962452,0.44552457131426704,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.785,c2/B13,45.64044110199503,45.64044110199503,0.44547216234087006,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.795,c2/B13,50.20153889624241,50.20153889624241,0.44541970646947004,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.805,c2/B13,54.76209906438861,54.76209906438861,0.44536720392052703,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.815,c2/B13,59.32212113070874,59.32212113070874,0.445314654914075,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.825,c2/B13,63.88160462172675,63.88160462172675,0.44526205966972804,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.835,c2/B13,68.4405490662111,68.4405490662111,0.44520941840667405,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.845,c2/B13,72.99895399517035,72.99895399517035,0.44515673134367606,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.855,c2/B13,77.55681894184882,77.55681894184882,0.445103998699068,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.865,c2/B13,82.11414344172219,82.11414344172219,0.44505122069075903,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.875,c2/B13,86.67092703249317,86.67092703249317,0.44499839753622805,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.885,c2/B13,91.22716925408702,91.22716925408702,0.444945529452523,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.895,c2/B13,95.78286964864716,95.78286964864716,0.44489261665626406,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.905,c2/B13,100.33802776053082,100.33802776053082,0.444839659363637,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.915,c2/B13,104.89264313630449,104.89264313630449,0.44478665779039706,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.925,c2/B13,109.4467153247396,109.4467153247396,0.444733612151866,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.935,c2/B13,114.000243876808,114.000243876808,0.444680522662929,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.945,c2/B13,118.55322834567752,118.55322834567752,0.44462738953803804,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.955,c2/B13,123.10566828670753,123.10566828670753,0.444574212991211,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.965,c2/B13,127.65756325744442,127.65756325744442,0.444520993236025,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.975,c2/B13,132.20891281761718,132.20891281761718,0.44446773048562105,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.985,c2/B13,136.75971652913285,136.75971652913285,0.44441442495270206,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:33.995,c2/B13,141.30997395607204,141.30997395607204,0.444361076849531,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.005,c2/B13,145.85968466468447,145.85968466468447,0.44430768638793205,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.015,c2/B13,150.40884822338438,150.40884822338438,0.444254253779288,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.025,c2/B13,154.95746420274605,154.95746420274605,0.44420077923453705,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.035,c2/B13,159.50553217549927,159.50553217549927,0.44414726296418106,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.045,c2/B13,164.0530517165248,164.0530517165248,0.444093705178273,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.055,c2/B13,168.60002240284982,168.60002240284982,0.444040106086426,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.065,c2/B13,173.14644381364334,173.14644381364334,0.44398646589780505,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.075,c2/B13,177.69231553021177,177.69231553021177,0.443932784821134,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.085,c2/B13,182.2376371359942,182.2376371359942,0.44387906306468805,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.095,c2/B13,186.78240821655785,186.78240821655785,0.443825300836296,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.105,c2/B13,191.32662835959366,191.32662835959366,0.44377149834334,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.115,c2/B13,195.87029715491147,195.87029715491147,0.443717655792755,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.125,c2/B13,200.4134141944356,200.4134141944356,0.443663773391027,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.135,c2/B13,204.95597907220014,204.95597907220014,0.443609851344193,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.145,c2/B13,209.4979913843444,209.4979913843444,0.44355588985783906,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.155,c2/B13,214.03945072910835,214.03945072910835,0.44350188913710303,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.165,c2/B13,218.58035670682787,218.58035670682787,0.44344784938667103,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.175,c2/B13,223.12070891993022,223.12070891993022,0.443393770810777,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.185,c2/B13,227.66050697292945,227.66050697292945,0.44333965361320404,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.195,c2/B13,232.19975047242164,232.19975047242164,0.443285497997283,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.205,c2/B13,236.73843902708037,236.73843902708037,0.443231304165891,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.215,c2/B13,241.27657224765204,241.27657224765204,0.44317707232145104,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.225,c2/B13,245.81414974695122,245.81414974695122,0.443122802665933,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.235,c2/B13,250.35117113985598,250.35117113985598,0.443068495400854,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.245,c2/B13,254.88763604330327,254.88763604330327,0.443014150727273,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.255,c2/B13,259.42354407628426,259.42354407628426,0.442959768845796,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.265,c2/B13,263.9588948598396,263.9588948598396,0.44290534995657105,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.275,c2/B13,268.49368801705475,268.49368801705475,0.442850894259292,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.285,c2/B13,273.02792317305546,273.02792317305546,0.44279640195319503,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.295,c2/B13,277.5615999550029,277.5615999550029,0.44274187323705805,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.305,c2/B13,282.09471799208916,282.09471799208916,0.44268730830920405,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.315,c2/B13,286.6272769155323,286.6272769155323,0.44263270736749705,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.325,c2/B13,291.15927635857196,291.15927635857196,0.442578070609341,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.335,c2/B13,295.69071595646443,295.69071595646443,0.442523398231685,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.345,c2/B13,300.221595346478,300.221595346478,0.44246869043101406,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.355,c2/B13,304.7519141678884,304.7519141678884,0.44241394740335804,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.365,c2/B13,309.2816720619739,309.2816720619739,0.44235916934428704,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.375,c2/B13,313.8108686720107,313.8108686720107,0.44230435644890803,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.385,c2/B13,318.3395036432683,318.3395036432683,0.44224950891187104,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.395,c2/B13,322.8675766230045,322.8675766230045,0.44219462692736305,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.405,c2/B13,327.39508726046097,327.39508726046097,0.442139710689112,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.415,c2/B13,331.92203520685854,331.92203520685854,0.442084760390384,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.425,c2/B13,336.44842011539214,336.44842011539214,0.44202977622398404,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.435,c2/B13,340.97424164122646,340.97424164122646,0.44197475838225503,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.445,c2/B13,345.4994994414909,345.4994994414909,0.44191970705707806,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.455,c2/B13,350.0241931752752,350.0241931752752,0.441864622439871,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.465,c2/B13,354.5483225036243,354.5483225036243,0.441809504721594,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.475,c2/B13,359.07188708953396,359.07188708953396,0.44175435409273806,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.485,c2/B13,363.59488659794573,363.59488659794573,0.44169917074333703,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.495,c2/B13,368.1173206957424,368.1173206957424,0.44164395486295804,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.505,c2/B13,372.6391890517433,372.6391890517433,0.44158870664070804,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.515,c2/B13,377.16049133669924,377.16049133669924,0.44153342626523,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.525,c2/B13,381.6812272232882,381.6812272232882,0.44147811392470104,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.535,c2/B13,386.2013963861102,386.2013963861102,0.44142276980683803,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.545,c2/B13,390.72099850168286,390.72099850168286,0.44136739409889103,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.555,c2/B13,395.2400332484364,395.2400332484364,0.44131198698765106,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.565,c2/B13,399.7585003067091,399.7585003067091,0.44125654865944103,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.575,c2/B13,404.2763993587423,404.2763993587423,0.44120107930012004,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.585,c2/B13,408.793730088676,408.793730088676,0.44114557909508606,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.595,c2/B13,413.3104921825437,413.3104921825437,0.44109004822927006,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.605,c2/B13,417.826685328268,417.826685328268,0.44103448688714003,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.615,c2/B13,422.34230921565563,422.34230921565563,0.440978895252699,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.625,c2/B13,426.85736353639277,426.85736353639277,0.440923273509486,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.635,c2/B13,431.3718479840403,431.3718479840403,0.44086762184057604,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.645,c2/B13,435.885762254029,435.885762254029,0.44081194042858,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.655,c2/B13,440.39910604365474,440.39910604365474,0.440756229455643,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.665,c2/B13,444.911879052074,444.911879052074,0.44070048910344606,-832.0,-555.0
0,0,1002,10.0,10,2021-06-25T11:42:34.675,c2/B13,449.42408098029887,449.42408098029887,0.44064471955320705,-832.0,-555.0
